1.15026e-05 2.777742746765941e-21
1.27124e-05 4.130372809809763e-21
1.40494e-05 6.141596921278207e-21
1.55269e-05 9.13188589669618e-21
1.71599e-05 1.357849435796137e-20
1.89646e-05 2.0190103335734384e-20
2.09592e-05 3.002159215274339e-20
2.31635e-05 4.4639858635481136e-20
2.55996e-05 6.637583338840087e-20
2.82919e-05 9.869540074887268e-20
3.12674e-05 1.4675290262409992e-19
3.45558e-05 2.1820997956781e-19
3.81901e-05 3.244629720883981e-19
4.22066e-05 4.82452543926781e-19
4.66455e-05 7.173701653437374e-19
5.15512e-05 1.0666712796271223e-18
5.69729e-05 1.5860612613091048e-18
6.29648e-05 2.3583547599312706e-18
6.95869e-05 3.506702680669529e-18
7.69054e-05 5.214135165886585e-18
8.49936e-05 7.753021985567909e-18
9.39325e-05 1.152818151232829e-17
0.000103811 1.714123128812852e-17
0.000114729 2.548780923312011e-17
0.000126796 3.7899454905560336e-17
0.000140131 5.635323247822203e-17
0.000154868 8.379149580564937e-17
0.000171156 1.2459127160562223e-16
0.000189157 1.852592574719073e-16
0.000209051 2.7546752355959355e-16
0.000231037 4.0959393101166564e-16
0.000255335 6.090317830746958e-16
0.000282189 9.055758353004897e-16
0.000311867 1.3465055589070848e-15
0.000344666 2.0021204613635096e-15
0.000380915 2.976971492151066e-15
0.000420976 4.426418445660507e-15
0.000465251 6.581624449913387e-15
0.000514182 9.786154000979035e-15
0.000568258 1.455064837819478e-14
0.000628023 2.163504527928809e-14
0.000694073 3.216818129317141e-14
0.000767069 4.7828141062941694e-14
0.000847742 7.111159873712481e-14
0.0009369 1.0572878389711511e-13
0.00103543 1.57189055479486e-13
0.00114433 2.3369971846366297e-13
0.00126468 3.474351536347059e-13
0.00139769 5.165079319457216e-13
0.00154469 7.678217493776285e-13
0.00170714 1.141332850048436e-12
0.00188668 1.696438198225385e-12
0.00208511 2.5213526437325134e-12
0.0023044 3.7469684318600395e-12
0.00254676 5.567742387251306e-12
0.0028146 8.271880344947554e-12
0.00311062 1.2287318940299871e-11
0.00343776 1.824773207780194e-11
0.00379932 2.7092350745099044e-11
0.00419889 4.021014964622738e-11
0.00464049 5.965592622000026e-11
0.00512854 8.846207808284574e-11
0.00566791 1.3109866604217125e-10
0.00626401 1.9414296414455454e-10
0.0069228 2.87246527790286e-10
0.00765088 4.245486410640348e-10
0.00845553 6.26645598576747e-10
0.00934481 9.234778562380121e-10
0.0103276 1.3582935813858912e-09
0.0114138 1.9932074588579848e-09
0.0126142 2.916686585385616e-09
0.0139408 4.253482104038695e-09
0.015407 6.1781069652601035e-09
0.0170274 8.93010902568533e-09
0.0188181 1.2833809880098001e-08
0.0207973 1.831989795495611e-08
0.0229845 2.594349649806668e-08
0.0254018 3.640245374099792e-08
0.0280734 5.054004881299812e-08
0.0310259 6.93305856647767e-08
0.0342889 9.383911882928065e-08
0.0378951 1.2515915795691803e-07
0.0418805 1.6431806023884707e-07
0.0462852 2.122012973531251e-07
0.051153 2.6948593633163234e-07
0.0565328 3.3671333138227054e-07
0.0624784 4.1447555395275225e-07
0.0690493 5.038074550296051e-07
0.0763113 6.066156826483704e-07
0.084337 7.25765131779966e-07
0.0932069 8.643291708646653e-07
0.103009 1.024042040720965e-06
0.113843 1.2045134109799979e-06
0.125816 1.4043190837458558e-06
0.139048 1.6245406360601456e-06
0.153672 1.8698914737432803e-06
0.169834 2.143411000618394e-06
0.187696 2.442379825224753e-06
0.207436 2.766091759512131e-06
0.229252 3.1199983564760776e-06
0.253363 3.5036316046514955e-06
0.280009 3.915226250784266e-06
0.309458 4.35873518799219e-06
0.342004 4.8326418693752215e-06
0.377972 5.33809898873738e-06
0.417724 5.875565507695846e-06
0.461656 6.445240493807478e-06
0.510209 7.047870730181487e-06
0.563869 7.683339118077963e-06
0.623171 8.351628592711942e-06
0.688711 9.052960613458032e-06
0.761143 9.78778481815265e-06
0.841193 1.0555702863908281e-05
0.929662 1.1356681502064389e-05
1.02744 1.2191432774604948e-05
1.13549 1.3058220928761389e-05
1.25491 1.3958735311131266e-05
1.38689 1.4891505545336527e-05
1.53275 1.5857222885304296e-05
1.69395 1.6855263940910408e-05
1.87211 1.7885638174663985e-05
2.069 1.8947845333231105e-05
2.2866 2.0041781917230948e-05
2.52708 2.1166926099019442e-05
2.79286 2.2323511809017964e-05
3.08659 2.3510802195377095e-05
3.4112 2.4728468895776652e-05
3.76997 2.5976598733877683e-05
4.16646 2.725458818539721e-05
4.60465 2.85622621508539e-05
5.08892 2.9898861931560207e-05
5.62413 3.126459125626725e-05
6.21562 3.2658770316933814e-05
6.86933 3.408136822556027e-05
7.59178 3.553174295522671e-05
8.39021 3.700952344674055e-05
9.27262 3.8514825833713714e-05
10.2478 4.0046536683331215e-05
11.3256 4.160528189654558e-05
12.5167 4.318974318002344e-05
13.8331 4.48003404109871e-05
15.288 4.643736559772599e-05
16.8958 4.8097897643474116e-05
18.6728 4.9784527410099334e-05
20.6366 5.1495224043689465e-05
22.807 5.32302871064734e-05
25.2056 5.498879336347967e-05
27.8565 5.677101770891676e-05
30.7862 5.85764935731101e-05
34.024 6.040487539214954e-05
37.6023 6.225527624046611e-05
41.557 6.412893250139837e-05
45.9276 6.602431946134864e-05
50.7578 6.794057941628886e-05
56.0961 6.987867154530397e-05
61.9958 7.183821680312843e-05
68.5159 7.381808466249856e-05
75.7218 7.581857180964302e-05
83.6855 7.783897407558698e-05
92.4868 7.9879698521899e-05
102.214 8.194059470447953e-05
112.964 8.401976812962841e-05
124.844 8.611701638403977e-05
137.974 8.823498016701585e-05
152.485 9.037091823907873e-05
168.522 9.252441779858171e-05
186.246 9.46975422410869e-05
205.833 9.68850178982628e-05
227.481 9.909376549505048e-05
251.405 0.00010131743455964907
277.846 0.00010355904454034429
307.067 0.00010581645975232256
339.362 0.00010809106378933265
375.052 0.00011038125537233725
414.497 0.00011268778376105405
458.09 0.00011500990707917914
506.268 0.00011734726721447101
559.513 0.00011970070440356949
618.357 0.00012206837552805865
683.39 0.00012445054463760286
755.263 0.0001268480465660683
834.695 0.00012925927724394268
922.481 0.00013168465174743935
1019.5 0.00013412513526659756
1126.72 0.00013657701782794258
1245.22 0.00013904351968355754
1376.18 0.00014152254532189755
1520.91 0.00014401254785820138
1680.87 0.00014652071047376947
1857.65 0.00014903761609662608
2053.02 0.00015156685663081658
2268.94 0.00015411015112316831
2507.56 0.0001566629599059318
2771.28 0.000159227622034034
3062.74 0.00016180445094191357
3384.85 0.00016439210271202603
3740.84 0.00016699158806651073
4134.27 0.0001696014622968484
4569.07 0.00017222237819872462
5049.61 0.00017485379103583104
5580.68 0.00017749460533992656
6167.61 0.00018014724680037223
6816.26 0.00018280638742989409
7533.12 0.00018547879352058736
8325.39 0.00018815763587245454
9200.99 0.00019084859132760667
10168.7 0.00019354936795398708
11238.1 0.0001962533304753689
12420.0 0.00019896897419346323
13726.3 0.00020169830343786638
15169.9 0.00020443049988840313
16765.3 0.00020717094672095997
18528.5 0.0002099184273404001
20477.2 0.0002126797777742979
